total_memory,free_memory,available_memory,cache_memory,swap_total_memory,app_total_memory,app_free_memory,app_used_memory,no_of_processor,max_cpu_frequency,cputime,current,voltage,process,time,energy
7819104,386843.103448276,3211.68965517241,2902548,2097148,8413731.15517241,1248319.70689655,7165411.44827586,8,2803200,27339.4827586207,661.01724137931,3828,20,5998,15177.183252
7819104,387062.551724138,3211.84482758621,2902556,2097148,8504432.70689655,1130849.12068966,7373583.5862069,8,2803200,28228.1551724138,687.534482758621,3828,20,6018,15838.665876
7819104,385839.862068965,3210.62068965517,2902564,2097148,9049734.25862069,1090463.0862069,7959271.17241379,8,2803200,29116.9655172414,746.51724137931,3828,20,5944,16985.978592
7819104,386255.24137931,3211.25862068966,2902563.93103448,2097148,9017660.31034483,1433666.65517241,7583993.65517241,8,2803200,29995.2586206897,733.827586206897,3828,20,5993,16834.888356
7819104,386070.372881356,3211.05084745763,2902564.54237288,2097148,9093333.89830509,1195148.54237288,7898185.3559322,8,2803200,30890.406779661,696.983050847458,3828,20,6072,16200.4063924068
7819104,385129.2,3210.06666666667,2902564,2097148,9228750.98333333,1481686.18333333,7747064.8,8,2803200,31788.05,680.6,3702,20,6176,15560.9334912
7819104,384340.666666667,3209.21666666667,2902564.46666667,2097148,9138352.4,1108284.8,8030067.6,8,2803200,32689.3666666667,647.966666666667,3702,20,6149,14750.0527174
7819104,383790.576271186,3208.76271186441,2902563.52542373,2097148,9029474.05084746,1441961.23728814,7587512.81355932,8,2788230.50847458,33585,763.661016949153,3702,20,6168,17437.3867867119
7819104,383090.620689655,3208,2902564,2097148,9411352.68965517,1113881.24137931,8297471.44827586,8,2803200,34483.3275862069,735.275862068966,3703,20,5969,16251.9545814138
7819104,384364.068965517,3209.29310344828,2902566.62068965,2097148,8798948.65517241,1066619.82758621,7732328.82758621,8,2796248.27586207,35363.8275862069,715.586206896552,3703,20,6020,15951.8906593103
7819104,384083.034482759,3208.98275862069,2902624,2097148,9050907.82758621,1378105.89655172,7672801.93103448,8,2803200,36258.224137931,673.862068965517,3703,20,5983,14929.4471571724
7819104,383543.379310345,3208.51724137931,2902628,2097148,8588555.9137931,1301439.5,7287116.4137931,8,2803200,37140.5172413793,659.603448275862,3703,20,6026,14718.5747145862
7819104,382612.137931034,3207.60344827586,2902632,2097148,8759571.34482759,1281671.62068966,7477899.72413793,8,2803200,38034.6034482759,752.206896551724,3703,20,6032,16801.666336
7819104,381042.6,3206.13333333333,2902632,2097148,8777869,993803.133333333,7784065.86666667,8,2803200,38938.7333333333,736.833333333333,3708,20,6161,16832.948658
7819104,381840.551724138,3206.94827586207,2902632,2097148,8692999.89655172,1096922.93103448,7596076.96551724,8,2785324.13793103,39831.2586206897,718.48275862069,3708,20,5979,15928.8575983448
7819104,381202.245614035,3206.26315789474,2902636,2097148,9287211.64912281,1150139.64912281,8137072,8,2766821.05263158,40704.2456140351,693.017543859649,3708,20,5933,15246.0838092632
7819104,381236.466666667,3206.33333333333,2902636,2097148,9180223.45,1396188.78333333,7784034.66666667,8,2803200,41578.3,660.416666666667,3708,20,6073,14871.714225
7819104,380379.933333333,3205.46666666667,2902636,2097148,9134570.71666667,1285947.65,7848623.06666667,8,2785920,42481.5166666667,645.683333333333,3708,20,6186,14810.4828468
7819104,381336.206896552,3206.39655172414,2902635.5862069,2097148,8821382.0862069,1267724.56896552,7553657.51724138,8,2785324.13793103,43373.4827586207,750.775862068965,3708,20,5977,16639.2322106897
7819104,385016.275862069,3210,2902640,2097148,9084382.60344828,1147238.05172414,7937144.55172414,8,2797572.4137931,44255.8965517241,728.275862068965,3820,20,6010,16719.9028965517
7819104,384363.86440678,3209.4406779661,2902703.66101695,2097148,8850741.81355932,1182973.6779661,7667768.13559322,8,2803200,45155.3389830509,699.237288135593,3820,20,6107,16312.3248932203
7819104,383547.586206897,3208.68965517241,2902703.51724138,2097148,8570160.34482759,1313246.82758621,7256913.51724138,8,2777048.27586207,46049.4827586207,681.862068965517,3820,20,6032,15711.62944
7819104,383202.847457627,3208.25423728814,2902703.86440678,2097148,8430773.77966102,1068295.81355932,7362477.9661017,8,2803200,46948.8644067797,654.71186440678,3820,20,6029,15078.5249125424
7819104,382598.372881356,3207.76271186441,2902712,2097148,8967705.18644068,1451848.6440678,7515856.54237288,8,2803200,47840.2372881356,745.71186440678,3820,20,6125,17447.7933474576
7819104,383273.724137931,3208.3275862069,2902712,2097148,8637891.96551724,1184602.5862069,7453289.37931035,8,2803200,48737.1896551724,740.827586206897,3820,20,5995,16965.6184689655
7819104,379766.508474576,3204.84745762712,2902711.59322034,2097148,9151857.83050847,1150192.47457627,8001665.3559322,8,2803200,49622.2881355932,724.016949152542,3820,20,6118,16920.8263545763
7819104,379579.186440678,3204.71186440678,2902711.86440678,2097148,9027015.28813559,1206832.50847458,7820182.77966102,8,2800596.61016949,50523.1186440678,690.186440677966,3820,20,6058,15971.9909281356
7819104,378067.525423729,3203.3220338983,2902711.93220339,2097148,9481559.54237288,870852.559322034,8610706.98305085,8,2803200,51408.7966101695,648.169491525424,3820,20,6053,14987.2731410169
7819104,379410.965517241,3204.72413793103,2902712,2097148,8982586.17241379,1444141.34482759,7538444.82758621,8,2789296.55172414,52293.1379310345,721.844827586207,3820,20,6020,16599.8323931035
7819104,379260.965517241,3204.36206896552,2902712,2097148,8467858.86206897,1115224.10344828,7352634.75862069,8,2785324.13793103,53184.4137931035,770.655172413793,3816,20,6002,17650.8024678621
7819104,377559.793103448,3202.81034482759,2902772,2097148,9394858.0862069,954940.568965517,8439917.51724138,8,2803200,54071.8275862069,724.155172413793,3816,20,6037,16682.5017446897
7819104,378145.866666667,3203.53333333333,2902772,2097148,9318891.7,1197114.1,8121777.6,8,2785920,54958.7,694.75,3816,20,6129,16248.996414
7819104,377508,3202.8,2902772,2097148,9242534.71666667,929167.916666667,8313366.8,8,2803200,55869.6166666667,668.966666666667,3816,20,6159,15722.5523112
7819104,377138.344827586,3202.48275862069,2902772,2097148,8837173.48275862,1151466.03448276,7685707.44827586,8,2803200,56761.8103448276,644.896551724138,3816,20,5936,14608.0522328276
7819104,384977.379310345,3210.03448275862,2902760.62068965,2097148,8483893.53448276,1154744.15517241,7329149.37931035,8,2803200,57643.6724137931,768.396551724138,3816,20,6010,17622.5294606897
7819104,495570.689655172,3317.77586206897,2902552,2097148,8366860.37931035,1069461.89655172,7297398.48275862,8,2790951.72413793,58534.0689655172,747.310344827586,3816,20,6027,17187.4145346207
7819104,495045.931034483,3317.39655172414,2902551.65517241,2097148,9128101.55172414,1333880.44827586,7794221.10344828,8,2803200,59425.1724137931,700.793103448276,3816,20,6029,16122.9114645517
7819104,493768.338983051,3316.10169491525,2902556,2097148,9014158.6440678,1311438.37288136,7702720.27118644,8,2803200,60319.186440678,667.847457627119,3813,20,6129,15607.5129395085
7819104,493881.586206897,3316.37931034483,2902560,2097148,8718603,1034147.96551724,7684455.03448276,8,2787972.4137931,61217.1034482759,649,3813,20,5989,14820.600993
7819104,494969.084745763,3317.25423728814,2902560,2097148,9509118.61016949,1425769.59322034,8083349.01694915,8,2803200,62102.4576271187,741.559322033898,3813,20,6064,17146.3583739661
7819104,493659.862068966,3316.03448275862,2902614.96551724,2097148,8549223.5,1078369.29310345,7470854.20689655,8,2803200,62995.8103448276,760.48275862069,3813,20,6009,17424.4220385517
7819104,491829.6,3314.23333333333,2902620,2097148,8978480.6,1264349,7714131.6,8,2803200,63898.2166666667,700.416666666667,3813,20,6179,16502.18578625
7819104,490046.779661017,3312.61016949153,2902620,2097148,9011182.84745763,1067668.13559322,7943514.71186441,8,2785627.11864407,64797.4576271186,685.186440677966,3813,20,6065,15845.5154232203
7819104,490030.137931035,3312.46551724138,2902620,2097148,8544291.13793103,1426540.37931034,7117750.75862069,8,2803200,65682.8620689655,671.275862068965,3813,20,5947,15221.7917047241
7819104,489919.793103448,3312.51724137931,2902620,2097148,8757076.62068965,767722.275862069,7989354.34482759,8,2803200,66565.3448275862,663.068965517241,3813,20,5998,15164.6352291724
7819104,486589.6,3309.16363636364,2902618.90909091,2097148,12569721.4181818,2668996.32727273,9900725.09090909,8,2803200,67391.2181818182,734,3813,20,5674,15880.062108
7819104,452555.655172414,3287.22413793103,2914215.72413793,2097148,8470055.27586207,1353431.13793103,7116624.13793104,8,2803200,68230.3448275862,749.896551724138,3696,20,6027,16704.5396077241
7819104,445999.050847458,3284,2917372,2097148,8844797.52542373,1214279.15254237,7630518.37288136,8,2803200,69136.1694915254,700.610169491525,3696,20,6099,15793.0871821017
7819104,446458.689655172,3284.41379310345,2917384,2097148,9210770.5,1214870.77586207,7995899.72413793,8,2785324.13793103,70026.8448275862,661.827586206897,3696,20,6036,14764.7486830345
7819104,448311.389830509,3286.15254237288,2917360.13559322,2097148,9326721.45762712,1036589.11864407,8290132.33898305,8,2803200,70920.4406779661,642.084745762712,3696,20,6109,14497.5441510509
7819104,448264.666666667,3286.16666666667,2917406.2,2097148,8783229.81666667,1352361.81666667,7430868,8,2788480,71821.3333333333,755.466666666667,3696,20,6147,17163.6829056
7819104,447128.137931035,3285.08620689655,2917407.86206897,2097148,8848509.72413793,1163276.89655172,7685232.82758621,8,2798896.55172414,72710.5172413793,741.293103448276,3696,20,5981,16386.8592951724
7819104,446011.24137931,3284.10344827586,2917412,2097148,9134593.53448276,1119892.29310345,8014701.24137931,8,2785324.13793103,73593.0172413793,707.51724137931,3696,20,6020,15742.2020193103
7819104,445336.542372881,3283.27118644068,2917411.25423729,2097148,8862778.81355932,1065337.45762712,7797441.3559322,8,2785627.11864407,74491.1525423729,676.474576271187,3696,20,6040,15101.5102047458
7819104,445838.068965517,3283.75862068966,2917414.68965517,2097148,9269878.4137931,1370173.31034483,7899705.10344828,8,2787972.4137931,75377.775862069,652.310344827586,3696,20,6029,14535.5514388966
7819104,445892.965517241,3283.87931034483,2917417.79310345,2097148,8519547.18965517,1139459.32758621,7380087.86206897,8,2785324.13793103,76265.7931034483,760.862068965517,3696,20,5972,16794.1371475862
7819104,459374.137931034,3296.94827586207,2917424,2097148,9621211.25862069,1034635.53448276,8586575.72413793,8,2803200,77146.4655172414,754.775862068965,3700,20,6029,16837.011587931
7819104,466165.862068966,3303.6724137931,2917424,2097148,8549002.63793103,1205142.9137931,7343859.72413793,8,2803200,78041.3448275862,720.48275862069,3700,20,6014,16032.0382482759
7819104,465340.482758621,3302.91379310345,2917440,2097148,8517095.03448276,1034615.17241379,7482479.86206897,8,2796248.27586207,78932.9482758621,690.827586206897,3700,20,6012,15367.0451586207
7819104,466174.620689655,3303.8275862069,2917440,2097148,8538317.67241379,873590.5,7664727.17241379,8,2803200,79823.1551724138,667.413793103448,3700,20,5997,14809.1779137931
7819104,466026.305084746,3303.59322033898,2917500,2097148,8343483.52542373,953555.661016949,7389927.86440678,8,2803200,80725.8983050848,675,3700,20,6042,15089.895
7819104,465813.733333333,3303.31666666667,2917500,2097148,8824810.35,1399420.21666667,7425390.13333333,8,2803200,81620.5,737.866666666667,3700,20,6168,16839.29792
7819104,467054.965517241,3304.79310344828,2917507.51724138,2097148,8749539.20689655,1218127.06896552,7531412.13793104,8,2803200,82516.1034482759,731.379310344828,3700,20,6009,16260.9756206897
7819104,482325.24137931,3319.48275862069,2917482.89655172,2097148,8636324.17241379,1213194.79310345,7423129.37931035,8,2803200,83397.1379310345,697.913793103448,3693,20,6003,15472.1060145
7819104,481944.551724138,3319.15517241379,2917487.5862069,2097148,8810227.06896552,1116939.48275862,7693287.5862069,8,2803200,84286.0689655172,679.586206896552,3695,20,6034,15151.802622069
7819104,481744.965517241,3318.93103448276,2917492,2097148,8725615.63793103,1460824.05172414,7264791.5862069,8,2787972.4137931,85175.2931034483,645.344827586207,3695,20,5986,14273.9111396552
7819104,480477.172413793,3317.81034482759,2917492,2097148,9544331.5,944393.293103448,8599938.20689655,8,2798896.55172414,86054.5,750.327586206897,3695,20,6010,16662.4871905172
7819104,481174.915254237,3318.35593220339,2917492,2097148,8687557.44067797,1247418.45762712,7440138.98305085,8,2803200,86953.1694915254,743.220338983051,3695,20,6042,16592.535279661
7819104,481395.655172414,3318.55172413793,2917492,2097148,8547060.34482759,1026385.31034483,7520675.03448276,8,2798896.55172414,87843.3620689655,712.724137931035,3695,20,5979,15745.7903084483
7819104,483003.310344828,3320.15517241379,2917492,2097148,8650782.34482759,1401879.31034483,7248903.03448276,8,2803200,88732.5172413793,677.241379310345,3695,20,6033,15097.0208068966
7819104,481488.344827586,3318.81034482759,2917548,2097148,8592912.36206897,1265856.36206897,7327056,8,2800551.72413793,89627.3448275862,651.01724137931,3695,20,5984,14394.564102069
7819104,480542.137931035,3317.86206896552,2917548,2097148,8671909.81034483,1185023.46551724,7486886.34482759,8,2803200,90512.8620689655,768.344827586207,3695,20,5971,16951.8728375862
7819104,479048.701754386,3316.36842105263,2917548.70175439,2097148,10045780.5614035,1616848.07017544,8428932.49122807,8,2803200,91369.9122807018,741,3706,20,5868,16114.384728
7819104,479871.087719298,3317.10526315789,2917548,2097148,9030346.21052632,1448315.89473684,7582030.31578947,8,2803200,92224.9122807018,715.035087719298,3690,20,5935,15659.3756763158
7819104,480506.206896552,3317.84482758621,2917548,2097148,8687385.48275862,1144626.72413793,7542758.75862069,8,2803200,93107.0862068965,700.793103448276,3690,20,5961,15414.7081748276
7819104,479759.034482759,3317.03448275862,2917551.5862069,2097148,9158942.74137931,1536407.70689655,7622535.03448276,8,2803200,93985.4482758621,659.672413793103,3690,20,6015,14641.6601094828
7819104,479716,3317.01694915254,2917552,2097148,9030191.55932203,1224940.71186441,7805250.84745763,8,2785301.69491525,94887.1016949153,681.966101694915,3690,20,6137,15443.4838149153
7819104,477178.763636364,3314.58181818182,2917552,2097148,12340699.7818182,2607852.8,9732846.98181818,8,2803200,95723.2727272727,741.636363636364,3690,20,5685,15557.7880636364
7819104,477835.655172414,3315.29310344828,2917552,2097148,9439208.10344827,1094967.82758621,8344240.27586207,8,2803200,96569,723.379310344828,3690,20,5977,15954.2247289655
7819104,479265.052631579,3316.56140350877,2917553.26315789,2097148,9179095.64912281,1113441.89473684,8065653.75438596,8,2803200,97436.4210526316,712.385964912281,3690,20,5926,15577.7011515789
7819104,478826.344827586,3316.20689655172,2917620,2097148,9352129.63793103,1493709.9137931,7858419.72413793,8,2803200,98324.2586206896,666.275862068965,3690,20,6048,14869.3583668966
7819104,482942.896551724,3320.27586206897,2917620,2097148,8370173.01724138,945392.603448276,7424780.4137931,8,2803200,99215.4310344828,641.01724137931,3690,20,6035,14274.9091008621
7819104,484123.133333333,3321.46666666667,2917620,2097148,8948943.98333333,1167502.91666667,7781441.06666667,8,2788480,100109.916666667,747.583333333333,3800.13333333333,20,6048,17181.8620512
7819104,483719.379310345,3321.03448275862,2917620,2097148,9016667.96551724,1484301.62068966,7532366.34482759,8,2803200,101002.637931034,741.034482758621,3802,20,5988,16870.6696634483
7819104,483847.448275862,3321.10344827586,2917620,2097148,8849268.17241379,1281235.75862069,7568032.4137931,8,2803200,101877.982758621,710.896551724138,3802,20,6007,16235.8919387586
7819104,481773.152542373,3319.1186440678,2917620,2097148,8410050.50847457,1071513.69491525,7338536.81355932,8,2798969.49152542,102771.86440678,687.762711864407,3802,20,6022,15746.770207322
7819104,548603.525423729,3384.27118644068,2917424.13559322,2097148,9213626.11864407,1086434.66101695,8127191.45762712,8,2803200,103659.559322034,657.084745762712,3802,20,6131,15316.6861629831
7819104,559053.24137931,3394.3275862069,2917380,2097148,8634633.32758621,1234754.56896552,7399878.75862069,8,2803200,104553.603448276,778.310344827586,3802,20,5960,17636.4501489655
7819104,558680.677966102,3393.94915254237,2917380,2097148,9147761.40677966,1204811.03389831,7942950.37288136,8,2789532.20338983,105435.915254237,732.728813559322,3802,20,6126,17066.0248985085
7819104,558178.413793103,3393.46551724138,2917379.93103448,2097148,9163867.98275862,1741487.29310345,7422380.68965517,8,2803200,106325.637931034,713.275862068965,3802,20,5988,16238.7064675862
7819104,557808.474576271,3393.30508474576,2917439.59322034,2097148,9285854.91525424,1540260.88135593,7745594.03389831,8,2803200,107216.525423729,682.118644067797,3802,20,6070,15742.0295644068
7819104,557849.931034483,3393.34482758621,2917440,2097148,8338810.03448276,1258619.82758621,7080190.20689655,8,2786648.27586207,108104.586206897,669.155172413793,3689,20,6001,14813.5490996379
7819104,556589.355932203,3391.96610169492,2917440,2097148,9115449.98305085,1308748.83050847,7806701.15254237,8,2803200,108995.559322034,696.220338983051,3689,20,6090,15641.2930977966
7819104,556766.068965517,3392.15517241379,2917439.65517241,2097148,8935516.75862069,1386728.75862069,7548788,8,2803200,109883.275862069,742.413793103448,3770,20,6021,16852.1769
7819104,556772,3392.13559322034,2917440,2097148,8226523.62711864,925412.169491525,7301111.45762712,8,2803200,110788.203389831,734.627118644068,3770,20,6060,16783.4380779661
7819104,556342.237288136,3391.74576271186,2917440,2097148,8458874.06779661,914974.13559322,7543899.93220339,8,2777491.52542373,111693.288135593,701.135593220339,3770,20,6043,15973.348209661
7819104,556722.137931034,3392.24137931034,2917444,2097148,8823835.77586207,1514922.67241379,7308913.10344828,8,2803200,112581.724137931,661.344827586207,3770,20,5985,14922.22095
7819104,555476.137931034,3391.03448275862,2917444,2097148,9302349.32758621,988408.086206897,8313941.24137931,8,2796248.27586207,113468.862068966,651.48275862069,3690,20,5983,14382.9607624138
7819104,555308.344827586,3390.72413793103,2917444,2097148,8859812.96551724,1339772.68965517,7520040.27586207,8,2803200,114349.396551724,764.258620689655,3690,20,6008,16943.2467765517
7819104,555012.280701754,3390.50877192982,2917462.52631579,2097148,9233508.78947369,1422878.33333333,7810630.45614035,8,2785010.52631579,115226.192982456,737.157894736842,3690,20,5910,16075.8656526316
7819104,551093.818181818,3386.70909090909,2917536.14545455,2097148,11737499.7454545,2430579.16363636,9306920.58181818,8,2803200,116049.745454545,697.472727272727,3690,20,5685,14631.3387572727
7819104,552220.551724138,3387.84482758621,2917536,2097148,8345207.37931035,1163675.93103448,7181531.44827586,8,2790951.72413793,116908.327586207,670.706896551724,3695,20,6019,14916.6588742241
