1611035478961,1611035490079,20,1,11118
1611035490123,1611035499509,20,2,9386
1611035500200,1611035510105,20,3,9905
1611035510144,1611035519989,20,4,9845
1611035520189,1611035530086,20,5,9897
1611035530141,1611035540115,20,6,9974
1611035540153,1611035550011,20,7,9858
1611035550193,1611035560284,20,8,10091
1611035560320,1611035570161,20,9,9841
1611035570359,1611035580212,20,10,9853
1611035580470,1611035590320,20,11,9850
1611035590466,1611035600344,20,12,9878
1611035600510,1611035610533,20,13,10023
1611035610565,1611035620431,20,14,9866
1611035620600,1611035630629,20,15,10029
1611035630663,1611035640637,20,16,9974
1611035640672,1611035650568,20,17,9896
1611035650713,1611035660697,20,18,9984
1611035660731,1611035670644,20,19,9913
1611035670771,1611035680792,20,20,10021
1611035680999,1611035691002,20,21,10003
1611035691038,1611035700827,20,22,9789
1611035701075,1611035711085,20,23,10010
1611035771080,1611035782069,20,1,10989
1611035782111,1611035791981,20,2,9870
1611035792171,1611035802071,20,3,9900
1611035802106,1611035811940,20,4,9834
1611035812167,1611035822299,20,5,10132
1611035822331,1611035832243,20,6,9912
1611035832368,1611035842422,20,7,10054
1611035842458,1611035852518,20,8,10060
1611035852549,1611035862546,20,9,9997
1611035862578,1611035872574,20,10,9996
1611035872844,1611035882674,20,11,9830
1611035882877,1611035893128,20,12,10251
1611035893159,1611035903214,20,13,10055
1611035903249,1611035913219,20,14,9970
1611035913251,1611035923248,20,15,9997
1611035923282,1611035933254,20,16,9972
1611035933289,1611035943357,20,17,10068
1611035943392,1611035953400,20,18,10008
1611035953436,1611035963503,20,19,10067
1611035963536,1611035973518,20,20,9982
1611035973716,1611035983787,20,21,10071
1611035983821,1611035993800,20,22,9979
1611035993831,1611036003982,20,23,10151
1611036004013,1611036013991,20,24,9978
1611036014024,1611036024058,20,25,10034
1611036024093,1611036034095,20,26,10002
1611036034130,1611036044163,20,27,10033
1611036044197,1611036054145,20,28,9948
1611036054210,1611036064281,20,29,10071
1611036064313,1611036074271,20,30,9958
1611036074486,1611036084501,20,31,10015
1611036084532,1611036094602,20,32,10070
1611036094637,1611036104639,20,33,10002
1611036104671,1611036114678,20,34,10007
1611036114715,1611036124844,20,35,10129
1611036124883,1611036134940,20,36,10057
1611036134974,1611036145003,20,37,10029
1611036145038,1611036154863,20,38,9825
1611036155059,1611036165155,20,39,10096
1611036165190,1611036175294,20,40,10104
1611036175499,1611036185509,20,41,10010
1611036185540,1611036195609,20,42,10069
1611036195645,1611036205726,20,43,10081
1611036205758,1611036215859,20,44,10101
1611036215890,1611036225941,20,45,10051
1611036225976,1611036236045,20,46,10069
1611036236078,1611036246124,20,47,10046
1611036246158,1611036256280,20,48,10122
1611036256312,1611036266423,20,49,10111
1611036266460,1611036276536,20,50,10076
1611036298782,1611036309896,20,1,10077
1611036309936,1611036319681,20,2,10078
1611036319984,1611036330013,20,3,10079
1611036330050,1611036339962,20,4,10080
1611036340084,1611036350123,20,5,10081
1611036350159,1611036360174,20,6,10082
1611036360207,1611036369989,20,7,10083
1611036370237,1611036380371,20,8,10084
1611036380407,1611036390340,20,9,10085
1611036390438,1611036400628,20,10,10086
1611036400918,1611036410968,20,11,10087
1611036411005,1611036420853,20,12,10088
1611036421056,1611036431151,20,13,10089
1611036431186,1611036441087,20,14,10090
1611036441227,1611036451316,20,15,10091
1611036451347,1611036461424,20,16,10092
1611036461456,1611036471527,20,17,10093
1611036471565,1611036481516,20,18,10094
1611036481560,1611036491536,20,19,10095
1611036491570,1611036502053,20,20,10096
1611036502278,1611036512958,20,21,10097
1611036512993,1611036524315,20,22,10098
1611036524356,1611036535611,20,23,10099
1611036535647,1611036547497,20,24,10100
1611036547534,1611036559239,20,25,10101
1611036559280,1611036570987,20,26,10102
1611036571028,1611036582862,20,27,10103
1611036582899,1611036594739,20,28,10104
1611036594779,1611036606493,20,29,10105
1611036606529,1611036618173,20,30,10106
1611036618447,1611036630183,20,31,10107
1611036630220,1611036641092,20,32,10108
1611036641127,1611036651667,20,33,10109
1611036651702,1611036661852,20,34,10110
1611036661884,1611036671986,20,35,10111
1611036672022,1611036682038,20,36,10112
1611036682074,1611036692024,20,37,10113
1611036692074,1611036702086,20,38,10114
1611036702117,1611036712205,20,39,10115
1611036712239,1611036722277,20,40,10116
1611036722499,1611036732493,20,41,10117
1611036732524,1611036742539,20,42,10118
1611036742572,1611036752620,20,43,10119
1611036752652,1611036762749,20,44,10120
1611036762781,1611036772775,20,45,10121
1611036772807,1611036783370,20,46,10122
1611036783404,1611036794014,20,47,10123
1611036794049,1611036805261,20,48,10124
1611036805299,1611036816544,20,49,10125
1611036816586,1611036828212,20,50,10126
1611036828470,1611036840655,20,51,10127
1611036840695,1611036853135,20,52,10128
1611036853180,1611036865578,20,53,10129
1611036865617,1611036878002,20,54,10130
1611036878045,1611036890485,20,55,10131
1611036890528,1611036902945,20,56,10132
1611036902987,1611036915513,20,57,10133
1611036915549,1611036927352,20,58,10134
1611036927393,1611036938772,20,59,10135
1611036938805,1611036949536,20,60,10136
1611036949793,1611036959932,20,61,10137
1611036959962,1611036969924,20,62,10138
1611036969968,1611036979975,20,63,10139
1611036980008,1611036990116,20,64,10140
1611036990151,1611037000139,20,65,10141
1611037000170,1611037010296,20,66,10142
1611037010330,1611037020309,20,67,10143
1611037020340,1611037030513,20,68,10144
1611037030548,1611037040685,20,69,10145
1611037040717,1611037050724,20,70,10146
1611037050930,1611037060987,20,71,10147
1611037061020,1611037071134,20,72,10148
1611037071166,1611037081595,20,73,10149
1611037081634,1611037092155,20,74,10150
1611037092188,1611037103302,20,75,10151
1611037103337,1611037114663,20,76,10152
1611037114703,1611037126452,20,77,10153
1611037126492,1611037138416,20,78,10154
1611037138458,1611037150956,20,79,10155
1611037150994,1611037163399,20,80,10156
1611037163679,1611037176138,20,81,10157
1611037176181,1611037188674,20,82,10158
1611037188717,1611037201157,20,83,10159
1611037201194,1611037213685,20,84,10160
1611037213728,1611037226199,20,85,10161
1611037226237,1611037238622,20,86,10162
1611037238663,1611037250435,20,87,10163
1611037250476,1611037261980,20,88,10164
1611037262014,1611037273174,20,89,10165
1611037273212,1611037283954,20,90,10166
1611037284200,1611037294621,20,91,10167
1611037294659,1611037304661,20,92,10168
1611037304695,1611037314707,20,93,10169
1611037314742,1611037324725,20,94,10170
1611037324756,1611037334754,20,95,10171
