1611146644430,1611146675477,20,1,31047
1611146675568,1611146704669,20,2,29101
1611146704761,1611146733215,20,3,28454
1611146733279,1611146761209,20,4,27930
1611146761268,1611146789509,20,5,28241
1611146789570,1611146816932,20,6,27362
1611146816990,1611146843990,20,7,27000
1611146844044,1611146871029,20,8,26985
1611146871083,1611146899796,20,9,28713
1611146899857,1611146928404,20,10,28547
1611147577144,1611147612039,20,1,34895
1611147612133,1611147640087,20,2,27954
1611147640222,1611147667954,20,3,27732
1611147668047,1611147696533,20,4,28486
1611147696596,1611147724706,20,5,28110
1611147724763,1611147752911,20,6,28148
1611147752973,1611147781100,20,7,28127
1611147781154,1611147809450,20,8,28296
1611147809510,1611147837938,20,9,28428
1611147838006,1611147865584,20,10,27578
1611147866849,1611147895315,20,11,28466
1611147895377,1611147923948,20,12,28571
1611147924011,1611147952753,20,13,28742
1611147952813,1611147980174,20,14,27361
1611147980227,1611148008821,20,15,28594
1611148008875,1611148037679,20,16,28804
1611148037734,1611148065886,20,17,28152
1611148065940,1611148094813,20,18,28873
1611148094869,1611148123097,20,19,28228
1611148123151,1611148149865,20,20,26714
1611148150844,1611148178109,20,21,27265
1611148178171,1611148207019,20,22,28848
1611148207076,1611148234161,20,23,27085
1611148234214,1611148262373,20,24,28159
1611148262426,1611148290409,20,25,27983
1611148290462,1611148318064,20,26,27602
1611148318117,1611148346260,20,27,28143
1611148346313,1611148374592,20,28,28279
1611148374655,1611148402921,20,29,28266
1611148402974,1611148431655,20,30,28681
1611148432640,1611148460841,20,31,28201
1611148460895,1611148489925,20,32,29030
1611148489987,1611148518185,20,33,28198
1611148518250,1611148546913,20,34,28663
1611148546967,1611148575378,20,35,28411
1611148575433,1611148604152,20,36,28719
1611148604207,1611148633426,20,37,29219
1611148633490,1611148661798,20,38,28308
1611148661855,1611148689944,20,39,28089
1611148689999,1611148718701,20,40,28702
1611148719701,1611148748188,20,41,28487
1611148748246,1611148776649,20,42,28403
1611148776703,1611148804909,20,43,28206
1611148804972,1611148831891,20,44,26919
1611148831942,1611148859999,20,45,28057
1611148860054,1611148887751,20,46,27697
1611148887813,1611148916023,20,47,28210
1611148916075,1611148943872,20,48,27797
1611148943933,1611148971605,20,49,27672
1611148971666,1611149000441,20,50,28775
1611149001432,1611149027723,20,51,26291
1611149027776,1611149055274,20,52,27498
1611149055326,1611149083253,20,53,27927
1611149083313,1611149110701,20,54,27388
1611149110753,1611149138855,20,55,28102
1611149138907,1611149167328,20,56,28421
1611149167383,1611149196330,20,57,28947
1611149196394,1611149224173,20,58,27779
1611149224229,1611149252108,20,59,27879
1611149252168,1611149280300,20,60,28132
1611149281267,1611149309786,20,61,28519
1611149309849,1611149337514,20,62,27665
1611149337566,1611149366633,20,63,29067
1611149366689,1611149395554,20,64,28865
1611149395614,1611149423446,20,65,27832
1611149423506,1611149452044,20,66,28538
1611149452106,1611149480668,20,67,28562
1611149480722,1611149509464,20,68,28742
1611149509517,1611149537716,20,69,28199
1611149537770,1611149565711,20,70,27941
1611150134043,1611150165440,20,1,31397
1611150165521,1611150193941,20,2,28420
1611150194011,1611150223041,20,3,29030
1611150223102,1611150250856,20,4,27754
1611150250920,1611150279134,20,5,28214
1611150279193,1611150307133,20,6,27940
1611150307193,1611150335363,20,7,28170
1611150335423,1611150363716,20,8,28293
1611150363773,1611150392451,20,9,28678
1611150392507,1611150419995,20,10,27488
1611150421257,1611150449722,20,11,28465
1611150449777,1611150477404,20,12,27627
1611150477463,1611150505964,20,13,28501
1611150506017,1611150534238,20,14,28221
1611150534301,1611150561881,20,15,27580
1611150561934,1611150588593,20,16,26659
1611150588644,1611150616231,20,17,27587
1611150616292,1611150645171,20,18,28879
1611150645226,1611150673634,20,19,28408
1611150673687,1611150701970,20,20,28283
1611150702956,1611150731324,20,21,28368
1611150731376,1611150758584,20,22,27208
1611150758637,1611150786233,20,23,27596
1611150786287,1611150815510,20,24,29223
1611150815572,1611150844180,20,25,28608
1611150844235,1611150872767,20,26,28532
1611150872819,1611150900559,20,27,27740
1611150900612,1611150927834,20,28,27222
1611150927896,1611150956364,20,29,28468
1611150956419,1611150984346,20,30,27927
1611150985339,1611151014427,20,31,29088
1611151014482,1611151042200,20,32,27718
1611151042254,1611151071277,20,33,29023
1611151071339,1611151100262,20,34,28923
1611151100324,1611151129132,20,35,28808
1611151129198,1611151157588,20,36,28390
1611151157642,1611151186722,20,37,29080
1611151186784,1611151215390,20,38,28606
1611151215446,1611151243932,20,39,28486
1611151243997,1611151272628,20,40,28631
1611154870336,1611154902091,20,1,31755
1611154902177,1611154931204,20,2,29027
1611154931282,1611154958496,20,3,27214
1611154958560,1611154986875,20,4,28315
1611154986937,1611155015647,20,5,28710
1611155015707,1611155043794,20,6,28087
1611155043853,1611155072147,20,7,28294
1611155072202,1611155101400,20,8,29198
1611155101472,1611155129816,20,9,28344
1611155129872,1611155157488,20,10,27616
1611155158755,1611155186774,20,11,28019
1611155186829,1611155214638,20,12,27809
1611155214696,1611155241230,20,13,26534
1611155241283,1611155269640,20,14,28357
1611155269703,1611155298027,20,15,28324
1611155298091,1611155325499,20,16,27408
1611155325554,1611155353179,20,17,27625
1611155353234,1611155381087,20,18,27853
1611155381147,1611155409667,20,19,28520
1611155409720,1611155437469,20,20,27749
1611155438473,1611155467596,20,21,29123
1611155467652,1611155496448,20,22,28796
1611155496507,1611155525091,20,23,28584
1611155525144,1611155553063,20,24,27919
1611155553118,1611155581849,20,25,28731
1611155581902,1611155609940,20,26,28038
1611155610002,1611155638532,20,27,28530
