1,3736464,210624,1171,988836,1849792,52281528,45014992,7266536,8,2803200,68,-240,4034,1610515594760
1,3736464,176752,1138,988836,1849792,52281528,10436560,41844968,8,2803200,79,-240,4034,1610515594868
1,3736464,202312,1162,988836,1849792,17529760,1881304,15648456,8,2803200,92,-240,4034,1610515594974
1,3736464,205412,1165,988836,1849792,17304416,3649536,13654880,8,2803200,107,-240,4034,1610515595082
1,3736464,204668,1164,988836,1849792,16917656,2325032,14592624,8,2803200,120,-240,4034,1610515595189
1,3736464,206776,1166,988836,1849792,17290800,4780032,12510768,8,2803200,135,-240,4034,1610515595297
1,3736464,206404,1166,988840,1849792,17297400,4687176,12610224,8,2803200,149,-240,4034,1610515595405
1,3736464,212500,1172,988840,1849792,17046832,11104256,5942576,8,2803200,163,-240,4034,1610515595510
1,3736464,200640,1161,988840,1849792,17122152,0,17122152,8,2803200,176,-240,4034,1610515595615
1,3736464,202748,1162,988840,1849792,17077888,2542984,14534904,8,2803200,191,-240,4034,1610515595723
1,3736464,206964,1167,988840,1849792,16938232,7041024,9897208,8,2803200,206,-752,4034,1610515595833
1,3736464,211056,1171,988840,1849792,17008952,11217160,5791792,8,2803200,220,-752,4034,1610515595942
1,3736464,201384,1162,988844,1849792,17099136,564072,16535064,8,2803200,235,-752,4034,1610515596048
1,3736464,211428,1171,988844,1849792,16997336,12517376,4479960,8,2803200,251,-752,4034,1610515596164
1,3736464,202376,1163,988844,1849792,16834544,2666496,14168048,8,2803200,264,-752,4034,1610515596270
1,3736464,209928,1170,988848,1849792,17117912,10005816,7112096,8,2803200,277,-752,4034,1610515596376
1,3736464,201824,1162,988848,1849792,17077184,2107192,14969992,8,2803200,291,-752,4034,1610515596481
1,3736464,197544,1158,988848,1849792,19565648,0,19565648,8,2803200,306,-752,4034,1610515596587
1,3736464,211072,1171,988848,1849792,16615232,10219520,6395712,8,2803200,319,-752,4034,1610515596695
1,3736464,203880,1164,988848,1849792,16652312,3092480,13559832,8,2803200,332,-752,4034,1610515596801
1,3736464,212312,1171,988848,1849792,16755760,11154984,5600776,8,2803200,348,-752,4034,1610515596908
1,3736464,202392,1163,988848,1849792,16698552,617864,16080688,8,2803200,363,-752,4034,1610515597031
1,3736464,199168,1159,988848,1849792,18611048,0,18611048,8,2803200,377,-752,4034,1610515597137
1,3736464,196384,1172,988848,1849792,20486888,0,20486888,8,2803200,391,-741,4034,1610515597244
1,3736464,212432,1171,988848,1849792,16814728,11153408,5661320,8,2803200,405,-741,4034,1610515597354
1,3736464,209204,1169,988852,1849792,16787008,9252864,7534144,8,2803200,418,-741,4034,1610515597466
1,3736464,208236,1168,988852,1849792,16612104,8056832,8555272,8,2803200,431,-741,4034,1610515597571
1,3736464,208624,1168,988852,1849792,17058768,7385088,9673680,8,2803200,445,-741,4034,1610515597677
1,3736464,206764,1167,988856,1849792,16768856,6615040,10153816,8,2803200,458,-741,4034,1610515597785
1,3736464,207508,1168,988860,1849792,16757472,7516160,9241312,8,2803200,472,-741,4034,1610515597891
1,3736464,194488,1155,988860,1849792,22088952,0,22088952,8,2803200,484,-741,4034,1610515597996
1,3736464,206188,1166,988860,1849792,19360304,8470312,10889992,8,2803200,499,-741,4034,1610515598102
1,3736464,210352,1170,988860,1849792,16739752,10267848,6471904,8,2803200,512,-741,4034,1610515598207
1,3736464,200688,1161,988860,1849792,16503424,0,16503424,8,2803200,524,-741,4034,1610515598312
1,3736464,203664,1164,988860,1849792,16766424,3207168,13559256,8,2803200,538,-741,4034,1610515598418
1,3736464,207796,1168,988860,1849792,16719376,7598080,9121296,8,2803200,551,-741,4034,1610515598523
1,3736464,212324,1172,988860,1849792,16593768,12136448,4457320,8,2803200,564,-741,4034,1610515598629
1,3736464,201760,1162,988860,1849792,16593768,1348152,15245616,8,2803200,575,-754,4034,1610515598734
1,3736464,207284,1167,988860,1849792,16274872,6708984,9565888,8,2803200,589,-754,4034,1610515598839
1,3736464,204284,1172,988860,1849792,16677568,0,16677568,8,2803200,602,-754,4034,1610515598945
1,3736464,206292,1167,988852,1849792,16482008,6451200,10030808,8,2803200,614,-754,4034,1610515599050
1,3736464,198996,1159,988852,1849792,17164784,0,17164784,8,2803200,626,-754,4034,1610515599155
1,3736464,207048,1167,988852,1849792,16819872,8009144,8810728,8,2803200,639,-754,4034,1610515599260
1,3736464,203004,1163,988852,1849792,16427776,3223552,13204224,8,2803200,651,-754,4034,1610515599365
1,3736464,198588,1159,988860,1849792,17518328,0,17518328,8,2803200,665,-754,4034,1610515599470
1,3736464,209344,1170,988860,1849792,17011896,9994888,7017008,8,2803200,676,-754,4034,1610515599575
1,3736464,207856,1168,988860,1849792,16391160,7794688,8596472,8,2803200,689,-754,4034,1610515599680
1,3736464,204880,1165,988860,1849792,16391160,4909224,11481936,8,2803200,700,-754,4034,1610515599786
1,3736464,204508,1165,988860,1849792,16137208,4042752,12094456,8,2803200,714,-754,4034,1610515599891
1,3736464,203268,1163,988860,1849792,16137208,2847432,13289776,8,2803200,726,-754,4034,1610515599997
1,3736464,204012,1164,988864,1849792,16076936,3502080,12574856,8,2803200,738,-754,4034,1610515600102
1,3736464,204508,1165,988864,1849792,16076936,4194648,11882288,8,2803200,750,-761,4034,1610515600208
1,3736464,207112,1167,988864,1849792,15970952,6598656,9372296,8,2803200,762,-761,4034,1610515600313
1,3736464,209096,1169,988868,1849792,15970952,8787384,7183568,8,2803200,774,-761,4034,1610515600419
1,3736464,211916,1172,988872,1849792,15959656,12300288,3659368,8,2803200,788,-761,4034,1610515600527
1,3736464,202988,1163,988872,1849792,15959656,3149824,12809832,8,2803200,799,-761,4034,1610515600636
1,3736464,208072,1168,988872,1849792,15959656,7956240,8003416,8,2803200,811,-761,4034,1610515600741
1,3736464,201036,1162,988876,1849792,15959656,984848,14974808,8,2803200,821,-761,4034,1610515600846
1,3736464,208228,1169,988876,1849792,15727496,7942144,7785352,8,2803200,834,-761,4034,1610515600951
1,3736464,203268,1164,988872,1849792,15727496,2658304,13069192,8,2803200,844,-761,4034,1610515601056
1,3736464,210708,1171,988872,1849792,15727496,10604608,5122888,8,2803200,857,-761,4034,1610515601161
1,3736464,206988,1167,988872,1849792,15727496,6795328,8932168,8,2803200,867,-761,4034,1610515601266
1,3736464,204260,1165,988872,1849792,15727496,3756096,11971400,8,2803200,878,-761,4034,1610515601371
1,3736464,201748,1162,988876,1849792,15727496,1355840,14371656,8,2803200,890,-761,4034,1610515601477
1,3736464,212360,1173,988876,1849792,15500376,12021760,3478616,8,2803200,902,-761,4034,1610515601583
1,3736464,211204,1171,988912,1849792,15500376,10440704,5059672,8,2803200,913,-803,4034,1610515601688
1,3736464,210212,1171,988912,1849792,15500376,9400320,6100056,8,2803200,923,-803,4034,1610515601793
1,3736464,209468,1170,988912,1849792,15500376,8753152,6747224,8,2803200,935,-803,4034,1610515601899
1,3736464,209220,1170,988912,1849792,15500376,8384512,7115864,8,2803200,945,-803,4034,1610515602003
1,3736464,209064,1169,988916,1849792,15500376,8179712,7320664,8,2803200,956,-803,4034,1610515602108
1,3736464,209032,1169,988916,1849792,15500376,8040448,7459928,8,2803200,967,-803,4034,1610515602214
2,3736464,205264,1166,988984,1849792,15500376,2916240,12584136,8,2803200,976,-253,4034,1610515604697
2,3736464,197312,1157,988984,1849792,20135976,0,20135976,8,2803200,993,-253,4034,1610515604803
