1611149231052,1611149239067,20,1
1611149241011,1611149247030,20,2
1611149251002,1611149256954,20,3
1611149261011,1611149266938,20,4
1611149271017,1611149276947,20,5
1611149281034,1611149287011,20,6
1611149291034,1611149296972,20,7
1611149301050,1611149307053,20,8
1611149311039,1611149316966,20,9
1611149321049,1611149327043,20,10
1611149331083,1611149337141,20,11
1611149341077,1611149347117,20,12
1611149351075,1611149357114,20,13
1611149361071,1611149367024,20,14
1611149371097,1611149377063,20,15
1611149381074,1611149386977,20,16
1611149391096,1611149397032,20,17
1611149401090,1611149407028,20,18
1611149411110,1611149417032,20,19
1611149421110,1611149427013,20,20
1611149431112,1611149437037,20,21
1611149441129,1611149447041,20,22
1611149451125,1611149457082,20,23
1611149461135,1611149467094,20,24
1611149471130,1611149477067,20,25
1611149481125,1611149487105,20,26
1611149491134,1611149497079,20,27
1611149501150,1611149507124,20,28
1611149511156,1611149517112,20,29
1611149521150,1611149527071,20,30
1611149531145,1611149537135,20,31
1611149541168,1611149547131,20,32
1611149551148,1611149557102,20,33
1611149561173,1611149567147,20,34
1611149571172,1611149577114,20,35
1611149581170,1611149587068,20,36
1611149591164,1611149597190,20,37
1611149601161,1611149607130,20,38
1611149611167,1611149617113,20,39
1611149621168,1611149627140,20,40
1611149631197,1611149637122,20,41
1611149641195,1611149647151,20,42
1611149651179,1611149657159,20,43
1611149661197,1611149667170,20,44
1611149671189,1611149677162,20,45
1611149681206,1611149687218,20,46
1611149691203,1611149697165,20,47
1611149701205,1611149707164,20,48
1611149711220,1611149717175,20,49
1611149721231,1611149727137,20,50
1611149731228,1611149737197,20,51
1611149741252,1611149747213,20,52
1611149751239,1611149757166,20,53
1611149761253,1611149767225,20,54
1611149771259,1611149777169,20,55
1611149781260,1611149787196,20,56
1611149791270,1611149797195,20,57
1611149801291,1611149807208,20,58
1611149811283,1611149817191,20,59
1611149821293,1611149827290,20,60
1611149831294,1611149837336,20,61
1611149841304,1611149847260,20,62
1611149851322,1611149857287,20,63
1611149861326,1611149867317,20,64
1611149871325,1611149877269,20,65
1611149881328,1611149887330,20,66
1611149891332,1611149897260,20,67
1611149901347,1611149907279,20,68
1611149911355,1611149917069,20,69
1611149921359,1611149927307,20,70
1611149931368,1611149937267,20,71
1611149941368,1611149947302,20,72
1611149951386,1611149957388,20,73
1611149961383,1611149967328,20,74
1611149971397,1611149977336,20,75
1611149981404,1611149987408,20,76
1611149991400,1611149997406,20,77
1611150001417,1611150007344,20,78
1611150011424,1611150017339,20,79
1611150021427,1611150027391,20,80
1611150031435,1611150037395,20,81
1611150041453,1611150047408,20,82
1611150051441,1611150057393,20,83
1611150061443,1611150067377,20,84
1611150071450,1611150077418,20,85
1611150081470,1611150087443,20,86
1611150091480,1611150097434,20,87
1611150101474,1611150108061,20,88
1611150111483,1611150117403,20,89
1611150121482,1611150127432,20,90
1611150131490,1611150137420,20,91
1611150141508,1611150147481,20,92
1611150151499,1611150157470,20,93
1611150161508,1611150167508,20,94
1611150171514,1611150177498,20,95
1611150181523,1611150187455,20,96
1611150191551,1611150197522,20,97
1611150201537,1611150207476,20,98
1611150211544,1611150217474,20,99
1611150221558,1611150227540,20,100
1611150231561,1611150237475,20,101
1611150241591,1611150247541,20,102
1611150251583,1611150257533,20,103
1611150261594,1611150267548,20,104
1611150271594,1611150277590,20,105
1611150281606,1611150287531,20,106
1611150291610,1611150297554,20,107
1611150301627,1611150307641,20,108
1611150311623,1611150317588,20,109
1611150321634,1611150327635,20,110
1611150331649,1611150337627,20,111
1611150341640,1611150347668,20,112
1611150351643,1611150357603,20,113
1611150361664,1611150367617,20,114
1611150371675,1611150377646,20,115
1611150381668,1611150387634,20,116
1611150391673,1611150397644,20,117
1611150401679,1611150407618,20,118
1611150411683,1611150417654,20,119
1611150421697,1611150427656,20,120
1611150431717,1611150437689,20,121
1611150441703,1611150447653,20,122
1611150451715,1611150457739,20,123
1611150461724,1611150467717,20,124
1611150471735,1611150477730,20,125
1611150481736,1611150487693,20,126
1611150491744,1611150497608,20,127
1611150501750,1611150507716,20,128
1611150511754,1611150517797,20,129
1611150521765,1611150527774,20,130
1611150531767,1611150537704,20,131
1611150541780,1611150547814,20,132
1611150551782,1611150557719,20,133
1611150561784,1611150567756,20,134
1611150571791,1611150577734,20,135
1611150581811,1611150587772,20,136
1611150591803,1611150597787,20,137
1611150601807,1611150607812,20,138
1611150611811,1611150617789,20,139
1611150621818,1611150627783,20,140
1611150631828,1611150637834,20,141
1611150641849,1611150647931,20,142
1611150651843,1611150657787,20,143
1611150661849,1611150667818,20,144
1611150671870,1611150677841,20,145
1611150681863,1611150687818,20,146
1611150691871,1611150697865,20,147
1611150701884,1611150707837,20,148
1611150711883,1611150717854,20,149
1611150721884,1611150727774,20,150
1611150731909,1611150737851,20,151
1611150741899,1611150747868,20,152
1611150751905,1611150757873,20,153
1611150761909,1611150767882,20,154
1611150771938,1611150777881,20,155
1611150781930,1611150787911,20,156
1611150791926,1611150797863,20,157
1611150801952,1611150807948,20,158
1611150811953,1611150818045,20,159
1611150821954,1611150827997,20,160
1611150831975,1611150837926,20,161
1611150841953,1611150847900,20,162
1611150851964,1611150857956,20,163
1611150861966,1611150867911,20,164
1611150871966,1611150877908,20,165
1611150881992,1611150888024,20,166
1611150891998,1611150897978,20,167
1611150901991,1611150907948,20,168
1611150911992,1611150918000,20,169
1611150922012,1611150928060,20,170
1611150932017,1611150938014,20,171
1611150941998,1611150948010,20,172
1611150952009,1611150957971,20,173
