total_memory,free_memory,available_memory,cache_memory,swap_total_memory,app_total_memory,app_free_memory,app_used_memory,no_of_processor,max_cpu_frequency,cputime,current,voltage,process,time,energy
3779000,139032.140703518,1186.70854271357,1076702.73366834,2076824,5872537.53768844,473165.959798995,5399371.57788945,8,1658336.68341709,262650.537688442,-81.4773869346734,3796,20,988425,305708.150342714
3779000,121919.113513514,1172.79459459459,1079444.32432432,2076824,5963541.01621622,454690.637837838,5508850.37837838,8,1651881.08108108,266937.778378378,-40.3027027027027,3796,20,577799,88396.9255666162
3779000,136111.514450867,1183.94797687861,1076805.22543353,2076824,5929832.5433526,415565.907514451,5514266.63583815,8,1669797.68786127,271104.76300578,-10.3815028901734,3796,20,696957,27465.8103729017
3779000,144052.505494505,1193.12087912088,1078182.3956044,2076824,6123910.4945055,444148.208791209,5679762.28571429,8,1652192.30769231,275320.879120879,-53.978021978022,3796,20,872685,178813.655177143
3779000,132351.325842697,1178.83707865169,1075270.92134831,2076824,6248292.53932584,433621.168539326,5814671.37078652,8,1649039.3258427,279505.893258427,-95.0955056179775,3796,20,500902,180816.875913393
3779000,141929.613259669,1188.25414364641,1075285.85635359,2076824,6425617.58563536,396184.834254144,6029432.75138122,8,1671270.71823204,283588.35359116,-100.430939226519,3796,20,728892,277879.757755226
3779000,118315.481481481,1165.70987654321,1075820.7654321,2076824,6402011.44444444,495204.679012346,5906806.7654321,8,1674506.17283951,287763.203703704,-68.4444444444444,3796,20,262485,68197.56944
3779000,87542.3423423423,1096.84234234234,1036193.15315315,2076824,6882767.31081081,459914.121621622,6422853.18918919,8,1694819.81981982,292180.09009009,-16.2702702702703,3796,20,489212,30214.6851001081
3779000,105085.540229885,1028.24137931034,948372.459770115,2076824,6442179.88505747,518348.620689655,5923831.26436782,8,1656109.1954023,296621.459770115,-266,3796,20,518401,523448.152136
3779000,120534.359550562,1026.02808988764,930651.685393259,2076824,5778786.20224719,422453.662921348,5356332.53932584,8,1645505.61797753,300934.617977528,-170.438202247191,3794,20,781139,505117.70652645
3779000,134349.415730337,1028.41573033708,919205.460674157,2076824,5962873.09550562,428165.050561798,5534708.04494382,8,1676938.20224719,305194.106741573,0.224719101123595,3794,20,760176,-648.114099775281
3779000,163503.318181818,1044.54545454545,906569.454545455,2076824,6049112.25568182,445395.210227273,5603717.04545455,8,1663920.45454545,309447.801136364,-26.6420454545455,3794,20,818576,82741.596966
3779000,152213.225433526,1040.48554913295,913765.410404624,2076824,6045155.75144509,441311.682080925,5603844.06936416,8,1659682.08092486,313599.115606936,-46.0751445086705,3794,20,679899,118852.531101884
3779000,204396.355555556,1095.13333333333,917459.377777778,2076824,6123575.48888889,366385.577777778,5757189.91111111,8,1669027.77777778,317819.044444444,-13.3333333333333,3794,20,801312,40535.70304
3779000,219439.258426966,1109.49438202247,917089.325842697,2076824,6311460.24157303,488395.252808989,5823064.98876404,8,1679775.28089888,321955.893258427,-28.8426966292135,3794,20,693909,75933.9005054157
3779000,227455.134502924,1129.42105263158,929434.292397661,2076824,6291633.76023392,447278.766081871,5844354.99415205,8,1633187.13450292,326200.602339181,-61.6432748538012,3794,20,500894,117146.376276468
3779000,217737.417142857,1131,940925.165714286,2076824,6335280.09142857,494572.48,5840707.61142857,8,1661137.14285714,330341.502857143,-279.514285714286,3794,20,999458,1059902.4213576
3779000,212668.295454545,1116.30113636364,930902.795454545,2076824,6373144.78977273,385462.517045455,5987682.27272727,8,1667181.81818182,334606.130681818,-43.5568181818182,3794,20,1078696,178259.441679455
3779000,219482.144578313,1125.32530120482,933156.144578313,2076824,6695668.51204819,369116.753012048,6326551.75903614,8,1668825.30120482,338671.524096386,-34,3794,20,580560,74889.91776
3779000,246053.653631285,1162.98882681564,945365.184357542,2076824,5947330.05027933,415043.927374302,5532286.12290503,8,1677932.96089385,342894.407821229,-72.5195530726257,3794,20,1110332,305495.840846078
3779000,239635.67251462,1163.7485380117,952496.912280702,2076824,5891511.91812866,425834.81871345,5465677.0994152,8,1663742.69005848,347250.187134503,-98.7894736842105,3794,20,568847,213207.987225579
3779000,242452.878612717,1167.79190751445,953878.63583815,2076824,6070464.83815029,391916.768786127,5678548.06936416,8,1680635.83815029,351422.421965318,-121.676300578035,3790,20,966211,445571.274419075
3779000,229040.45,1155.91875,955080.375,2076824,6127430.63125,430949.13125,5696481.5,8,1668593.75,355556.90625,-18,3790,20,52893,3608.36046
3779000,228520.844444444,1150.07222222222,949565.177777778,2076824,6146944.18888889,433974.722222222,5712969.46666667,8,1677777.77777778,359777.555555556,-216.683333333333,3790,20,867745,712618.081725833
3779000,253839.129411765,1165.12941176471,939728.211764706,2076824,6202771.4,429919.164705882,5772852.23529412,8,1672229.41176471,363980.747058824,-0.223529411764706,3790,20,819933,694.627945058824
3779000,297211.08045977,1207.40804597701,939768.183908046,2076824,6237113.67816092,417930,5819183.67816092,8,1676724.13793103,368045.678160919,-48.235632183908,3790,20,841994,153927.487834368
3779000,366949.633136095,1290.17159763314,954715.337278106,2076824,6425007.55029586,426476.094674556,5998531.4556213,8,1667603.55029586,372210.218934911,-154.923076923077,3790,20,797270,468123.826630769
3779000,353645.943502825,1282.26553672316,959853.084745763,2076824,6240017.50282486,451102.15819209,5788915.34463277,8,1662135.59322034,376415.926553672,-43.2881355932203,3790,20,1012178,166059.981347119
3779000,369208.261904762,1293.11904761905,955438.071428572,2076824,6526464.23809524,411572.476190476,6114891.76190476,8,1681547.61904762,380489.970238095,-5.00595238095238,3790,20,526859,9995.86373815476
3779000,362653.551912568,1288.07103825137,956699.978142077,2076824,5877135.30054645,461626.142076503,5415509.15846995,8,1654836.06557377,384804.065573771,-104.590163934426,3790,20,975255,386587.884442623
3779000,370992.988235294,1298.65882352941,959307.694117647,2076824,5996524.54705882,456500.641176471,5540023.90588235,8,1660147.05882353,389018.288235294,-40.2823529411765,3790,20,499061,76191.7015830588
3779000,283106.312138728,1253.73988439306,1001161.20231214,2076824,6010726.04046243,448236.098265896,5562489.94219653,8,1672225.43352601,393204.132947977,-94.4046242774567,3786,20,975195,348550.205928555
3779000,264703.884393064,1245.86705202312,1011568.06936416,2076824,6034036.57803468,443587.468208093,5590449.10982659,8,1682369.94219653,397451.554913295,-55.5086705202312,3786,20,533337,112083.878085815
3779000,253152.046783626,1238.16959064327,1015150.73684211,2076824,6129819.70760234,410725.438596491,5719094.26900585,8,1659345.02923977,401662.637426901,-61.7894736842105,3786,20,657468,153804.741976421
3779000,254848.720930233,1239.18604651163,1014455,2076824,6156815.77325581,464844.889534884,5691970.88372093,8,1650296.51162791,405901.575581395,-64,3785,20,398306,96485.64544
3779000,254485.608465608,1238.71428571429,1014407.40740741,2076824,6132195.13227513,441402.708994709,5690792.42328042,8,1663756.61375661,410202.44973545,-176.21164021164,3785,20,817596,545304.693340952
3779000,143961.846153846,1148.42307692308,1032476.10989011,2076824,6635128.47802198,480017.972527473,6155110.50549451,8,1696978.02197802,414498.527472528,-76.2527472527473,3785,20,30854,8904.97806824176
3779000,148206.723404255,1206.46276595745,1087616,2076824,6239333.08510638,398064.191489362,5841268.89361702,8,1693372.34042553,419093.35106383,-158,3785,20,125736,75193.90008
3779000,141350.502793296,1217.22905027933,1105536.80446927,2076824,6796203.16759777,459746.05027933,6336457.11731844,8,1681424.58100559,423483.770949721,-158,3785,20,433756,259399.10068
3779000,128771.391304348,1217.58695652174,1118532.73913043,2076824,5853430.80978261,398855.940217391,5454574.86956522,8,1663005.43478261,427872.652173913,-60.8641304347826,3785,20,970449,223563.048144212
3779000,142987.248618785,1232.21546961326,1119264.77348066,2076824,5857210.72928177,443491.745856354,5413718.98342541,8,1671408.83977901,432231.121546961,-151.773480662983,3785,20,536313,308091.773431243
3779000,155903.452631579,1245.56315789474,1119998.31578947,2076824,6110088.63157895,426608.168421053,5683480.4631579,8,1651442.10526316,436447.842105263,-140.557894736842,3785,20,531068,282534.353159368
3779000,143854.939226519,1234.18232044199,1120437.79005525,2076824,6290489.80662984,426790.138121547,5863699.66850829,8,1667679.55801105,440658.569060773,-44.5801104972376,3785,20,534027,90109.4294003039
3779000,137421.678756477,1226.51295336788,1119004.80829016,2076824,6165534.5388601,451099.430051814,5714435.10880829,8,1675124.35233161,444955.134715026,-73.6632124352332,3777,20,1119146,311375.462807845
3779000,129315.955307263,1217.27932960894,1117605.18435754,2076824,6205413.95530726,389119.787709497,5816294.16759777,8,1661452.51396648,449231.251396648,-22.9944134078212,3777,20,594485,51630.9624693855
3779000,137129.908629442,1227.36040609137,1120080.79187817,2076824,6155204.23857868,455484.157360406,5699720.08121827,8,1648974.61928934,453486.908629442,-143.837563451777,3777,20,386825,210152.149626396
3779000,142108.307692308,1232.88461538462,1120800.74725275,2076824,6340301.23076923,459776.615384615,5880524.61538462,8,1658016.48351648,457622.335164835,-192.32967032967,3777,20,372554,270634.091076
3779000,139966.282926829,1230.99024390244,1121000.93658537,2076824,6535530.82439024,443034.23902439,6092496.58536585,8,1661990.24390244,461795.804878049,-155,3777,20,295742,173137.71777
3779000,127279.044444444,1218.57777777778,1121044.06666667,2076824,6524894.63333333,431917.433333333,6092977.2,8,1642761.11111111,465967.711111111,-151.733333333333,3777,20,277334,158939.2279312
3779000,147926.142180095,1238.96208530806,1121277.06161137,2076824,5916825.91469194,454926.843601896,5461899.07109005,8,1643241.70616114,470364.127962085,-134,3777,20,424354,214773.197772
3779000,167709.479166667,1256.52083333333,1119543.08333333,2076824,5774038.9375,440700.145833333,5333338.79166667,8,1648177.08333333,474798.9375,-114.697916666667,3777,20,379987,164615.700092594
3779000,163521.31147541,1251.53551912568,1118514.68852459,2076824,6066856.92896175,443606.174863388,5623250.75409836,8,1677459.01639344,478960.49726776,-112.803278688525,3779,20,402651,171643.513863098
3779000,167107.396226415,1255.3820754717,1118845.22641509,2076824,6214861.39150943,469213.617924528,5745647.77358491,8,1645438.67924528,483176.962264151,-171,3779,20,317182,204965.863038
3779000,163846.099447514,1252.33701657459,1119047.97790055,2076824,6237070.61878453,487639.104972376,5749431.51381215,8,1666436.4640884,487445.939226519,-159.182320441989,3779,20,540558,325172.658926983
3779000,174943.397590361,1263.15662650602,1119032,2076824,6107539.56626506,412158.891566265,5695380.6746988,8,1660993.97590361,491593.343373494,-78,3779,20,59597,17566.930914
3779000,157634.391534392,1240.2328042328,1112839.44973545,2076824,6255402.73544974,441976.195767196,5813426.53968254,8,1658031.74603175,495819.777777778,-78,3779,20,171373,50514.248226
3779000,125793.046153846,1204.2,1107776.65641026,2076824,6469789.53846154,459895.097435897,6009894.44102564,8,1642753.84615385,500042.112820513,-41.0358974358974,3779,20,192819,29901.3401743692
3779000,148285.801169591,1224.46783625731,1106009.66081871,2076824,6833832.15789474,462878.567251462,6370953.59064328,8,1594760.23391813,503917.660818713,-10,3779,20,229659,8678.81361
3779000,121942.179104478,1173.38805970149,1080190.41791045,2076824,6783618.55970149,501734.380597015,6281884.17910448,8,1469828.35820896,507294.320895522,-10,3779,20,17604,665.25516
3779000,128276.702702703,1176.74324324324,1077212.7027027,2076824,6371987.11486487,362716.466216216,6009270.64864865,8,1440047.2972973,510548.763513514,-31.5675675675676,3779,20,536664,64020.7081894054
3779000,152837.01369863,1190.14383561644,1066466.24657534,2076824,6398233.73287671,368357.130136986,6029876.60273973,8,1471253.42465753,513736.082191781,-178,3779,20,98017,65932.311254
3779000,148353.666666667,1186.53846153846,1067135.76923077,2076824,6611244.67307692,448354.878205128,6162889.7948718,8,1416070.51282051,516996.903846154,-178,3779,20,155321,104478.534502
3779000,147883.064935065,1186.71428571429,1067737.01298701,2076824,7092867.94155844,429646.435064935,6663221.50649351,8,1439454.54545455,520290.025974026,-178,3779,20,226062,152063.317044
3779000,138140.289855072,1178.82608695652,1069507.24637681,2076824,6747386.75362319,503440.086956522,6243946.66666667,8,1442536.23188406,523430.463768116,-162.550724637681,3779,20,110259,67729.8090344348
3779000,139403.690322581,1180.2,1069671.53548387,2076824,7252180.59354839,350273.187096774,6901907.40645161,8,1440006.4516129,526620.393548387,-14,3779,20,189223,10011.032038
3779000,145854.493506494,1185.99350649351,1069120.62337662,2076824,7247493.55844156,403658.337662338,6843835.22077922,8,1428298.7012987,529838.467532468,-14,3775,20,212408,11225.7628
3779000,157531.591240876,1197.59854014599,1069443.09489051,2076824,6254845.40145985,555133.98540146,5699711.41605839,8,1465291.97080292,533057.197080292,-23.1021897810219,3775,20,647072,56431.6450510949
3779000,146076.386206897,1184.84827586207,1067732.13793103,2076824,6971316.95862069,362581.675862069,6608735.28275862,8,1449220.68965517,536181.979310345,-43,3775,20,172254,27961.13055
3779000,157261.187096774,1193.78709677419,1065517.29032258,2076824,7929642.60645161,411996.619354839,7517645.98709677,8,1422632.25806452,539279.225806452,-90.9096774193548,3775,20,151191,51886.337021129
3779000,148411.152317881,1188.13907284768,1068602.91390728,2076824,6681631.79470199,523794.178807947,6157837.61589404,8,1424172.18543046,542517.01986755,-122,3775,20,200606,92389.0933
3779000,163428.613333333,1203.66,1069613.84,2076824,6665084.7,508055.633333333,6157029.06666667,8,1433633.33333333,545847.72,-130.82,3775,20,497339,245608.6271245
3779000,139975.659574468,1182.39716312057,1071441.61702128,2076824,6538243.92198582,462372.14893617,6075871.77304965,8,1446425.53191489,548964.539007092,-171,3775,20,96855,62522.323875
3779000,153944.31372549,1195.66666666667,1070964.33986928,2076824,7001835.05228758,501518.137254902,6500316.91503268,8,1401267.97385621,552167.934640523,-171,3775,20,206258,133144.69545
3779000,149729.594936709,1191.58227848101,1071010.32911392,2076824,7075039.3164557,396976.987341772,6678062.32911392,8,1428050.63291139,555430.03164557,-171,3775,20,192154,124040.21085
3779000,181964.143884892,1224.6618705036,1072614.58992806,2076824,6880896.67625899,489635.553956835,6391261.12230216,8,1414345.32374101,558574.510791367,-171,3775,20,98919,63854.687475
3779000,205463.350649351,1249.01298701299,1073786.93506494,2076824,7016311.24675325,440216.441558442,6576094.80519481,8,1458363.63636364,561793.655844156,-57.038961038961,3775,20,200514,43175.0911324675
3779000,199105.909677419,1244.4,1075611.30322581,2076824,7539761.46451613,399198.935483871,7140562.52903226,8,1417632.25806452,565007.741935484,-54,3775,20,326257,66507.48945
3779000,179374.071942446,1227.98561151079,1078653.89928058,2076824,6592187.41726619,441334.582733813,6150852.83453237,8,1410417.26618705,568191.54676259,-66.2014388489209,3775,20,634870,158660.635744604
3779000,179861.174825175,1228.97202797203,1078937.62237762,2076824,7249445.00699301,561804.447552448,6687640.55944056,8,1453475.52447552,571318.258741259,-101.692307692308,3773,20,110404,42360.3672326154
3779000,180556.230769231,1229.97435897436,1079431.92307692,2076824,6797777.87820513,338482.032051282,6459295.84615385,8,1449237.17948718,574543.852564103,-84,3773,20,257071,81474.026172
3779000,172626.565517241,1235.32413793103,1093020.66206897,2076824,6016729.25517241,355784.262068966,5660944.99310345,8,1442537.93103448,577779.482758621,-77.4344827586207,3773,20,757526,221319.026029959
3779000,168934.362416107,1236.30872483221,1097475.94630873,2076824,6976764.10067114,519375.859060403,6457388.24161074,8,1472100.67114094,580932.268456376,-56,3773,20,80421,16991.992248
3779000,163717.536423841,1231.75496688742,1097951.31125828,2076824,7229255.45033113,494843,6734412.45033113,8,1422019.86754967,584211.324503311,-48.6092715231788,3773,20,120232,22050.8832201325
3779000,149215,1224.625,1105351.23684211,2076824,7491783.86842105,359393.184210526,7132390.68421053,8,1417500,587375.625,-38,3773,20,120695,17304.52493
3779000,147468.026315789,1223.44736842105,1105821.73684211,2076824,7323355.15131579,458241.467105263,6865113.68421053,8,1438539.47368421,590531.552631579,-38,3773,20,202968,29100.334032
3779000,174016.936170213,1250.37588652482,1106730.86524823,2076824,6555932.15602837,444057.205673759,6111874.95035461,8,1430290.78014184,593755.411347518,-38,3773,20,180245,25842.44663
3779000,169166.5,1248,1109291.31578947,2076824,6560032.77631579,441728.934210526,6118303.84210526,8,1523730.26315789,596923.881578947,-38.8815789473684,3773,20,366488,53763.8619331579
3779000,97075.6291390729,1136.19205298013,1066921.58940397,2076824,7523399.8410596,401787.337748344,7121612.50331126,8,1469046.35761589,600087.556291391,-39,3773,20,90003,13243.671441
