1610521309182,1610521316063,20,1,6881
1610521319095,1610521325228,20,2,6133
1610521329093,1610521335306,20,3,6213
1610521339122,1610521345379,20,4,6257
1610521349103,1610521355586,20,5,6483
1610521359104,1610521364470,20,6,5366
1610521369111,1610521375142,20,7,6031
1610521379119,1610521385657,20,8,6538
1610521389124,1610521395642,20,9,6518
1610521399150,1610521405353,20,10,6203
1610521409133,1610521415491,20,11,6358
1610521419139,1610521425663,20,12,6524
1610521429141,1610521435484,20,13,6343
1610521439139,1610521445763,20,14,6624
1610521449142,1610521455425,20,15,6283
1610521459145,1610521465409,20,16,6264
1610521469151,1610521474640,20,17,5489
1610521479156,1610521485625,20,18,6469
1610521489148,1610521495616,20,19,6468
1610521499165,1610521504266,20,20,5101
1610521509174,1610521515636,20,21,6462
1610521519174,1610521524218,20,22,5044
1610521529179,1610521535641,20,23,6462
1610521539246,1610521544674,20,24,5428
1610521549189,1610521555427,20,25,6238
1610521559191,1610521565361,20,26,6170
1610521569196,1610521575352,20,27,6156
1610521579203,1610521585580,20,28,6377
1610521589203,1610521595554,20,29,6351
1610521599211,1610521604838,20,30,5627
1610521609226,1610521615299,20,31,6073
1610521619229,1610521625679,20,32,6450
1610521629234,1610521635658,20,33,6424
1610521639237,1610521645516,20,34,6279
1610521649234,1610521654653,20,35,5419
1610521659237,1610521665468,20,36,6231
1610521669241,1610521674612,20,37,5371
1610521679247,1610521684716,20,38,5469
1610521689255,1610521694574,20,39,5319
1610521699257,1610521705019,20,40,5762
1610521709312,1610521715539,20,41,6227
1610521719266,1610521724740,20,42,5474
1610521729275,1610521735628,20,43,6353
1610521739273,1610521745578,20,44,6305
1610521749280,1610521755760,20,45,6480
1610521759283,1610521765659,20,46,6376
1610521769301,1610521775576,20,47,6275
1610521779300,1610521785722,20,48,6422
1610521789294,1610521795696,20,49,6402
1610521799300,1610521804752,20,50,5452
1610521809305,1610521815814,20,51,6509
1610521819310,1610521825797,20,52,6487
1610521829315,1610521834438,20,53,5123
1610521839317,1610521844667,20,54,5350
1610521849333,1610521854712,20,55,5379
1610521859338,1610521865819,20,56,6481
1610521869332,1610521874713,20,57,5381
1610521879337,1610521886020,20,58,6683
1610521889342,1610521894680,20,59,5338
1610521899380,1610521918801,20,60,19421
1610521918853,1610521924228,20,61,5375
1610521928902,1610521935091,20,62,6189
1610521935122,1610521940383,20,63,5261
1610521940414,1610521945526,20,64,5112
1610521945559,1610521950938,20,65,5379
1610521950962,1610521956489,20,66,5527
1610521956515,1610521961881,20,67,5366
1610521961905,1610521967498,20,68,5593
1610521967521,1610521972595,20,69,5074
1610521972633,1610521977661,20,70,5028
1610521977689,1610521983024,20,71,5335
1610521983048,1610521989409,20,72,6361
1610521989454,1610521996307,20,73,6853
1610521996344,1610522003854,20,74,7510
1610522003895,1610522011391,20,75,7496
1610522011437,1610522019102,20,76,7665
1610522019141,1610522026567,20,77,7426
1610522026611,1610522034130,20,78,7519
1610522034169,1610522041542,20,79,7373
1610522041583,1610522049132,20,80,7549
1610522049170,1610522056854,20,81,7684
1610522056896,1610522064294,20,82,7398
1610522064332,1610522071979,20,83,7647
1610522072021,1610522079436,20,84,7415
1610522079481,1610522087014,20,85,7533
1610522087052,1610522094502,20,86,7450
1610522094550,1610522101936,20,87,7386
1610522101975,1610522109527,20,88,7552
1610522109565,1610522116945,20,89,7380
1610522116983,1610522124414,20,90,7431
1610522124452,1610522131808,20,91,7356
1610522131850,1610522139298,20,92,7448
1610522139337,1610522146632,20,93,7295
1610522146674,1610522153871,20,94,7197
1610522153909,1610522161105,20,95,7196
1610522161150,1610522168484,20,96,7334
1610522168525,1610522175960,20,97,7435
1610522175998,1610522183636,20,98,7638
1610522183676,1610522191048,20,99,7372
1610522191087,1610522198556,20,100,7469
1610522198594,1610522206066,20,101,7472
1610522206105,1610522213447,20,102,7342
1610522213485,1610522220873,20,103,7388
1610522220912,1610522228225,20,104,7313
1610522228262,1610522235616,20,105,7354
1610522235654,1610522243000,20,106,7346
1610522243038,1610522250251,20,107,7213
1610522250294,1610522257489,20,108,7195
1610522257541,1610522265027,20,109,7486
1610522265065,1610522272568,20,110,7503
1610522272614,1610522280283,20,111,7669
1610522280322,1610522287996,20,112,7674
1610522288041,1610522295244,20,113,7203
1610522295287,1610522302463,20,114,7176
1610522302504,1610522309852,20,115,7348
1610522309890,1610522317058,20,116,7168
1610522317098,1610522324582,20,117,7484
1610522324626,1610522332106,20,118,7480
1610522332146,1610522339661,20,119,7515
1610522339708,1610522347058,20,120,7350
1610522347095,1610522354443,20,121,7348
1610522354481,1610522361681,20,122,7200
1610522361730,1610522369165,20,123,7435
1610522369212,1610522376746,20,124,7534
1610522376784,1610522384303,20,125,7519
1610522384341,1610522391933,20,126,7592
1610522391979,1610522399531,20,127,7552
