2007,7819104,452277.73584905700,3107.45911949685,2730344.35220126,2097148,7841645.74842767,1226913.87421384,6614731.87421384,8,2344573.58490566,1302.94968553459,649.1006289308180,3942.0,20,8193,20963.8770870566,9,3
2008,7819104,437210.523076923,3093.4692307692300,2731146.06153846,2097148,7742129.80769231,789120.1461538460,6953009.66153846,8,1957218.46153846,2449.51538461538,557.353846153846,3942.0,20,5971,13118.817592246200,9,3
2009,7819104,328722.868292683,2989.6,2733220.62439024,2097148,6004861.82439024,388623.580487805,5616238.24390244,8,1808920.97560976,4844.70243902439,522.4634146341460,3942.0,20,5967,12289.3395071707,9,3
2010,7819104,291644.019512195,2954.91219512195,2734697.83414634,2097148,6006432.02926829,420630.273170732,5585801.75609756,8,1798150.24390244,8224.32195121951,486.229268292683,3936.9073170731700,20,6052,11584.9778420336,9,3
2011,7819104,291462.076190476,2955.53333333333,2735613.33333333,2097148,6101148.83333333,419139.195238095,5682009.63809524,8,1769874.28571429,11648.976190476200,443.419047619048,3924.0,20,6935,12066.735937714300,9,3
2012,7819104,286283.52,2950.6033333333300,2735663.96,2097148,5777756.28666667,370941.006666667,5406815.28,8,1768576.0,16095.146666666700,411.84,3924.0,20,21200,34260.475392,9,3
2013,7819104,285376.436860068,2949.9897610921500,2735933.80204778,2097148,5944828.99317406,358597.375426621,5586231.61774744,8,1778653.92491468,19358.491467576800,428.638225255973,3924.0,20,20742,34887.5544038498,9,3
2014,7819104,293496.56164383600,2959.3869863013700,2737431.06849315,2097148,6081766.35273973,397864.46232876700,5683901.89041096,8,1803813.69863014,22614.167808219200,484.277397260274,3923.54452054794,20,20328,38624.9060974456,9,3
2015,7819104,303586.075085324,2968.3242320819100,2736523.76791809,2097148,6018384.03754266,518062.399317406,5500321.63822526,8,1823475.76791809,25386.692832764500,496.44709897610900,3914.34470989761,20,20416,39673.6997838814,9,3
2016,7819104,434672.99310344800,3028.5137931034500,2667079.5862069,2097148,7326743.97586207,989123.286206897,6337620.68965517,8,2285197.24137931,14388.248275862100,585.610344827586,3895.86206896552,20,19836,45254.9836228966,9,3
2017,7819104,212035.552631579,2790.3026315789500,2645691.86842105,2097148,5587179.11842105,405075.27631579,5182103.84210526,8,2104926.31578947,23473.2105263158,665.302631578947,3857.0,20,20246,51952.6987735,9,3
2018,7819104,180620.363636364,2765.2012987013,2651455.06493506,2097148,5407301.81168831,395650.798701299,5011651.01298701,8,2024228.57142857,26891.3896103896,743.922077922078,3860.0,20,20371,58496.1254664935,9,3
2019,7819104,117262.091503268,2709.71895424837,2658011.81699346,2097148,5356147.33986928,363268.12418300700,4992879.21568627,8,2033568.62745098,30374.0,731.1372549019610,3836.0,20,20611,57806.486769568600,9,3
2027,7819104,339456.675105485,3134.26160337553,2870653.92405063,2097148,5779471.19831224,293667.383966245,5485803.81434599,8,1979787.34177215,2863.80168776371,575.037974683544,3764.5991561181400,20,8153,17649.512277393600,9,3
