1,3736464,161516,1043,907976,1849792,17818120,8895808,8922312,8,2803200,63,-239,4061,1610516687343
1,3736464,165956,1046,907976,1849792,18424640,12017856,6406784,8,2803200,79,-239,4061,1610516687459
1,3736464,157552,1040,907976,1849792,16799448,4137288,12662160,8,2803200,93,-239,4061,1610516687580
1,3736464,157288,1039,907988,1849792,17025264,3911680,13113584,8,2803200,108,-239,4061,1610516687687
1,3736464,156264,1038,907988,1849792,16770056,1977176,14792880,8,2803200,121,-239,4061,1610516687793
1,3736464,158164,1040,907988,1849792,16929840,4435968,12493872,8,2803200,135,-239,4061,1610516687901
1,3736464,157172,1039,907992,1849792,16640888,3291768,13349120,8,2803200,149,-239,4061,1610516688009
1,3736464,160688,1043,907992,1849792,16668128,6336512,10331616,8,2803200,163,-239,4061,1610516688115
1,3736464,160596,1043,907992,1849792,16722984,6771512,9951472,8,2803200,177,-239,4061,1610516688223
1,3736464,163620,1045,907992,1849792,16733472,9547776,7185696,8,2803200,191,-788,4061,1610516688331
1,3736464,164492,1047,907992,1849792,16673160,11791944,4881216,8,2803200,206,-788,4061,1610516688442
1,3736464,152476,1035,907992,1849792,17360528,0,17360528,8,2803200,219,-788,4061,1610516688548
1,3736464,162796,1045,907996,1849792,16672752,9433088,7239664,8,2803200,233,-788,4061,1610516688655
1,3736464,152648,1035,907996,1849792,16681816,0,16681816,8,2803200,247,-788,4061,1610516688760
1,3736464,157048,1039,907996,1849792,16751456,4192200,12559256,8,2803200,261,-788,4061,1610516688868
1,3736464,150584,1033,907996,1849792,19350720,0,19350720,8,2803200,275,-788,4061,1610516688974
1,3736464,159996,1042,907996,1849792,16616016,6959104,9656912,8,2803200,290,-788,4061,1610516689086
1,3736464,152280,1035,908000,1849792,17051496,0,17051496,8,2803200,303,-788,4061,1610516689194
1,3736464,160796,1043,908000,1849792,16678976,8046168,8632808,8,2803200,317,-788,4061,1610516689301
1,3736464,153808,1036,908004,1849792,16716456,1277160,15439296,8,2803200,330,-788,4061,1610516689407
1,3736464,150208,1033,908004,1849792,19100648,0,19100648,8,2803200,344,-788,4061,1610516689512
1,3736464,173204,1055,907956,1849792,19845592,0,19845592,8,2803200,356,-788,4061,1610516689619
1,3736464,203756,1085,907956,1849792,16603184,10465280,6137904,8,2803200,370,-906,4061,1610516689729
1,3736464,199244,1081,907952,1849792,16624720,6221824,10402896,8,2803200,383,-906,4061,1610516689836
1,3736464,196512,1078,907948,1849792,16662520,3239936,13422584,8,2803200,396,-906,4061,1610516689941
1,3736464,194152,1076,907948,1849792,16667440,929792,15737648,8,2803200,408,-906,4061,1610516690046
1,3736464,194280,1076,907952,1849792,16655920,323584,16332336,8,2803200,423,-906,4061,1610516690152
1,3736464,195384,1077,907956,1849792,16890608,2453504,14437104,8,2803200,437,-906,4061,1610516690258
1,3736464,195868,1077,907956,1849792,16600216,2633728,13966488,8,2803200,449,-906,4061,1610516690364
1,3736464,196352,1078,907964,1849792,16343504,3076096,13267408,8,2803200,462,-906,4061,1610516690470
1,3736464,196596,1078,907964,1849792,16659560,3796992,12862568,8,2803200,475,-906,4061,1610516690575
1,3736464,197808,1079,907964,1849792,16581920,5042176,11539744,8,2803200,488,-906,4061,1610516690680
1,3736464,200048,1081,907964,1849792,16406728,7024640,9382088,8,2803200,501,-906,4061,1610516690786
