1611123152161,1611123163406,20,1
1611123163671,1611123173459,20,2
1611123173659,1611123192938,20,3
1611123193053,1611123202103,20,4
1611123203082,1611123212487,20,5
1611123212535,1611123221596,20,1
1611123221634,1611123232077,20,6
1611123232116,1611123242555,20,2
1611123242599,1611123254020,20,7
1611123254057,1611123265835,20,3
1611123265887,1611123278203,20,8
1611123278244,1611123290437,20,4
1611123290493,1611123302630,20,9
1611123302676,1611123315086,20,5
1611123315128,1611123327441,20,10
1611123328023,1611123504841,20,6
1611124224341,1611124235504,20,1
1611124235553,1611124244966,20,2
1611124245625,1611124255620,20,3
1611124255655,1611124265306,20,4
1611124265711,1611124275477,20,5
1611124275651,1611124285255,20,6
1611124285674,1611124295302,20,7
1611124295713,1611124305255,20,8
1611124305690,1611124315327,20,9
1611124315707,1611124325265,20,10
1611124325691,1611124335312,20,11
1611124335671,1611124345282,20,12
1611124345685,1611124355229,20,13
1611124355686,1611124365266,20,14
1611124365676,1611124375286,20,15
1611124375698,1611124385351,20,16
1611124385724,1611124395295,20,17
1611124395683,1611124405370,20,18
1611124405703,1611124415930,20,19
1611124415967,1611124426636,20,20
1611124426869,1611124437469,20,21
1611124437503,1611124448202,20,22
1611124448241,1611124458638,20,23
1611124459061,1611124468745,20,24
1611124469116,1611124479025,20,1
1611124479067,1611124488660,20,25
1611124489106,1611124498786,20,2
1611124498837,1611124508424,20,26
1611124508494,1611124518119,20,1
1611124518154,1611124527764,20,3
1611124527798,1611124537413,20,27
1611124537447,1611124547053,20,2
1611124547088,1611124556636,20,4
1611124556670,1611124566252,20,28
1611124566290,1611124575858,20,3
1611124575889,1611124585529,20,5
1611124585560,1611124595221,20,29
1611124595255,1611124604924,20,4
1611124604965,1611124615109,20,6
1611124615147,1611124625261,20,30
1611124625480,1611124636129,20,5
1611124636163,1611124646791,20,7
1611124646833,1611124657541,20,31
1611124657575,1611124668341,20,6
1611124668375,1611124678685,20,8
1611124678719,1611124688380,20,32
1611124688415,1611124697966,20,7
1611124697997,1611124707575,20,9
1611124707605,1611124717205,20,33
1611124717235,1611124726834,20,8
1611124726869,1611124736513,20,10
1611124736712,1611124746354,20,34
1611124746389,1611124755919,20,9
1611124755953,1611124765568,20,11
1611124765602,1611124775150,20,35
1611124775180,1611124784789,20,10
1611124784986,1611124794601,20,12
1611124794635,1611124804215,20,36
1611124804246,1611124813931,20,11
1611124813966,1611124823507,20,13
1611124823536,1611124833623,20,37
1611124833661,1611124843777,20,12
1611124843812,1611124854264,20,14
1611124854297,1611124864921,20,38
1611124864960,1611124875888,20,13
1611124875922,1611124887162,20,15
1611124887201,1611124898456,20,39
1611124898490,1611124909715,20,14
1611124909752,1611124921029,20,16
