,total_memory,free_memory,available_memory,cache_memory,swap_total_memory,app_total_memory,app_free_memory,app_used_memory,no_of_processor,max_cpu_frequency,cputime,current,voltage,process,time,energy,Device,label
1497,5750640,535194.456140351,2148.31578947368,1666044.56140351,2097148,11279895.7017544,2491160.12280702,8788735.57894737,8,2225736.84210526,631.684210526316,-612.421052631579,3781.0,20,34352,79544.25452799999,note9,0
1498,5750640,557166.327272727,2171.21818181818,1666788.29090909,2097148,11001487.1090909,2311755.18181818,8689731.92727273,8,2178090.90909091,1647.5636363636402,-1023.0,3654.0,20,27435,102553.18227,note9,0
1499,5750640,671487.228070175,2284.5614035087697,1668284.0,2097148,10889954.1052632,2678068.35087719,8211885.75438597,8,2218210.52631579,2651.77192982456,-1023.0,3654.0,20,30843,115292.429406,note9,0
1500,5750640,667995.457627119,2282.01694915254,1669650.50847458,2097148,11395851.762711901,2317066.27118644,9078785.49152543,8,2170779.66101695,3657.08474576271,-1008.01694915254,3654.0,20,33863,124727.38242620301,note9,0
1501,5750640,663704.156862745,2278.0,1669669.7254902,2097148,14188290.3921569,3161045.52941176,11027244.862745099,8,2227333.33333333,4502.137254901961,-989.0,3654.0,20,63087,227984.17912199997,note9,0
1502,5750640,628558.8965517239,2264.41379310345,1690405.65517241,2097148,11710489.8275862,2722723.34482759,8987766.48275862,8,2056465.51724138,5337.24137931035,-989.0,3654.0,20,6897,24924.419982,note9,0
1503,5750640,603601.777777778,2250.64814814815,1701780.74074074,2097148,11057408.092592599,2194875.5,8862532.59259259,8,2254296.2962963,6188.8703703703695,-1031.9629629629599,3654.0,20,6483,24446.048858000002,note9,0
1504,5750640,593822.0,2244.08928571429,1704299.42857143,2097148,10893084.0,2317623.0,8575461.0,8,2249464.28571429,7048.089285714291,-1134.0,3644.0,20,6544,27041.745024,note9,0
1505,5750640,598165.491525424,2250.03389830508,1706324.61016949,2097148,11257208.8135593,1927543.72881356,9329665.08474576,8,2171661.01694915,8004.61016949152,-1134.0,3644.0,20,6614,27331.005744,note9,0
1506,5750640,586859.862068966,2243.1896551724103,1710365.24137931,2097148,11046608.8275862,2501899.31034483,8544709.51724138,8,2101068.96551724,8952.18965517241,-1048.5517241379303,3644.0,20,5353,20453.3980502069,note9,0
1507,5750640,613285.333333333,2272.2105263157896,1713947.01754386,2097148,10944938.1052632,2052433.40350877,8892504.70175439,8,2225052.63157895,9927.49122807018,-898.0,3644.0,20,6420,21008.24304,note9,0
1508,5750640,611534.101694915,2270.61016949153,1713955.18644068,2097148,11019147.4745763,2702207.94915254,8316939.52542373,8,2226084.74576271,10904.8474576271,-898.0,3644.0,20,5584,18272.590208,note9,0
1509,5750640,602110.385964912,2261.36842105263,1714156.56140351,2097148,11123785.9298246,2274048.10526316,8849737.8245614,8,2212052.63157895,11854.438596491202,-962.666666666667,3644.0,20,6327,22194.846048,note9,0
1510,5750640,601337.1525423729,2260.94915254237,1714337.08474576,2097148,10938518.5084746,2230000.0,8708518.50847458,8,2208898.30508475,12834.8644067797,-1092.0,3644.0,20,6602,26270.995296,note9,0
1511,5750640,600505.517241379,2259.75862068966,1714353.79310345,2097148,11234660.5517241,2321062.75862069,8913597.79310345,8,2133120.68965517,13822.982758620701,-1092.0,3644.0,20,6393,25439.332464,note9,0
1512,5750640,594850.206896552,2255.4827586206898,1715527.24137931,2097148,11270452.5862069,2138887.06896552,9131565.51724138,8,2160465.51724138,14789.7068965517,-1101.8275862069,3644.0,20,6440,25856.9846234483,note9,0
1513,5750640,588464.3773584911,2250.6603773584898,1716943.69811321,2097148,10713129.9622642,2170426.41509434,8542703.54716981,8,2237716.98113208,15634.5660377358,-1122.0,3644.0,20,6544,26755.588991999997,note9,0
1514,5750640,539240.642857143,2207.26785714286,1721291.85714286,2097148,10878335.7142857,2651905.71428571,8226430.0,8,2218821.42857143,16438.3392857143,-1122.0,3644.0,20,6386,26109.595247999998,note9,0
1515,5750640,531758.644067797,2200.3050847457603,1722125.96610169,2097148,11873802.593220301,2415167.20338983,9458635.38983051,8,2159101.69491525,17384.338983050802,-1166.1186440678,3644.0,20,6639,28211.343954508502,note9,0
1516,5750640,537718.576271187,2207.06779661017,1723026.84745763,2097148,11143039.8305085,2068728.91525424,9074310.91525424,8,2153593.22033898,18366.4406779661,-1259.0,3644.0,20,6494,29793.147224,note9,0
